sa1_main16, non_sc_quals_adv_dip_dip_p, non_sc_qua_gra_dip_gra_cer_p, sa1_7dig16, non_sc_quals_postgrad_deg_p, non_sc_quals_bachelor_deg_p, p_aged_15_yr_over_p
"21401137018",30,0,"2137018",7,25,282
"21401137021",31,3,"2137021",0,20,220
"21401137022",38,4,"2137022",3,22,303
"21401137026",0,0,"2137026",0,0,0
"21401137027",3,0,"2137027",0,0,4
"21401137029",0,0,"2137029",0,0,0
"21401137045",22,7,"2137045",6,15,398
"21401137050",0,0,"2137050",0,0,5
"21401137051",52,6,"2137051",13,32,368
"21401137052",53,8,"2137052",15,82,636
"21401137101",42,7,"2137101",5,40,391
"21401137104",20,3,"2137104",0,30,196
"21401137134",36,0,"2137134",3,37,369
"21401137106",24,5,"2137106",9,37,273
"21401137111",24,7,"2137111",11,31,287
"21401137124",45,12,"2137124",5,31,460
"21401137136",33,4,"2137136",10,46,380
"21401137130",30,4,"2137130",3,25,325
"21401137131",51,5,"2137131",11,57,465
"21401137132",46,7,"2137132",8,43,406
"21401137133",27,10,"2137133",9,32,371
"21401137541",31,8,"2137541",12,50,403
"21401137144",24,9,"2137144",7,28,311
"21401137145",43,4,"2137145",4,20,346
"21401137146",45,5,"2137146",5,50,416
"21401137153",46,3,"2137153",7,32,443
"21401137155",25,3,"2137155",9,24,235
"21401137211",27,0,"2137211",6,20,319
"21401137213",44,5,"2137213",11,37,372
"21401137215",36,8,"2137215",3,34,413
"21401137216",33,3,"2137216",3,31,323
"21401137225",45,7,"2137225",13,47,493
"21401137236",31,3,"2137236",13,34,319
"21401137239",24,3,"2137239",8,24,212
"21401137242",27,4,"2137242",0,26,340
"21401137243",17,3,"2137243",12,8,248
"21401137308",66,9,"2137308",19,68,444
"21401137312",26,14,"2137312",6,35,248
"21401137315",29,10,"2137315",16,60,343
"21401137325",44,16,"2137325",17,48,316
"21401137326",46,19,"2137326",18,56,313
"21401137329",27,3,"2137329",4,32,188
"21401137331",50,18,"2137331",25,77,431
"21401137455",58,11,"2137455",4,76,641
"21401137333",21,3,"2137333",9,34,220
"21401137344",0,0,"2137344",0,0,0
"21401137408",52,7,"2137408",5,31,377
"21401137416",32,4,"2137416",3,31,296
"21401137417",47,9,"2137417",3,38,417
"21401137428",33,11,"2137428",4,30,467
"21401137440",20,4,"2137440",3,26,257
"21401137513",43,5,"2137513",10,47,341
"21401137515",48,6,"2137515",13,40,430
"21401137516",35,5,"2137516",11,50,265
"21401137519",47,12,"2137519",16,42,432
"21401137520",42,6,"2137520",7,52,352
"21401137606",45,13,"2137606",4,38,557
"21401137529",24,0,"2137529",3,17,291
"21401137532",26,10,"2137532",5,19,257
"21401137533",50,7,"2137533",6,34,360
"21401137608",26,0,"2137608",0,29,224
"21401137609",22,8,"2137609",3,16,193
"21401137610",23,4,"2137610",4,19,255
"21401137612",34,9,"2137612",3,27,333
"21401137613",39,5,"2137613",3,18,401
"21401137618",36,8,"2137618",4,22,267
"21402137702",47,7,"2137702",12,30,430
"21402137806",16,8,"2137806",12,27,201
"21402138435",31,3,"2138435",0,16,393
"21401137624",29,0,"2137624",18,40,266
"21401137629",0,0,"2137629",0,0,0
"21401137632",58,12,"2137632",15,67,345
"21402137705",57,13,"2137705",9,67,473
"21402137708",48,4,"2137708",10,33,344
"21402138027",46,15,"2138027",3,38,347
"21402137802",28,10,"2137802",18,77,271
"21402137807",40,15,"2137807",4,59,306
"21402137906",47,10,"2137906",3,25,562
"21402137805",11,0,"2137805",9,33,96
"21402137918",63,15,"2137918",11,83,466
"21402138033",28,7,"2138033",4,43,347
"21402138202",29,13,"2138202",10,30,182
"21402137901",29,3,"2137901",0,13,236
"21402137907",23,0,"2137907",0,15,376
"21402137912",43,0,"2137912",5,20,488
"21402137916",42,7,"2137916",10,43,323
"21402137919",25,4,"2137919",3,36,241
"21402137920",29,5,"2137920",9,26,409
"21402137921",35,5,"2137921",4,17,289
"21402137923",28,3,"2137923",0,18,292
"21402137924",34,5,"2137924",5,16,344
"21402137947",0,0,"2137947",0,0,17
"21402137948",18,4,"2137948",0,13,278
"21402137931",22,4,"2137931",6,24,345
"21402137938",36,21,"2137938",18,78,282
"21402137939",42,12,"2137939",8,64,293
"21402138035",36,7,"2138035",9,48,322
"21402137941",82,31,"2137941",31,117,556
"21402137946",27,7,"2137946",4,17,305
"21402138004",60,13,"2138004",18,75,448
"21402138012",26,3,"2138012",8,22,247
"21402138022",31,11,"2138022",7,27,294
"21402138023",16,3,"2138023",8,43,271
"21402138038",52,8,"2138038",12,61,381
"21402138049",33,6,"2138049",5,29,481
"21402138054",12,0,"2138054",3,14,255
"21402138055",31,3,"2138055",9,43,298
"21402138057",60,15,"2138057",3,44,658
"21402138105",47,8,"2138105",15,68,291
"21402138108",35,7,"2138108",15,28,239
"21402138118",45,14,"2138118",17,60,262
"21402138124",64,12,"2138124",26,103,425
"21402138125",50,8,"2138125",18,75,411
"21402138126",25,6,"2138126",9,46,194
"21402138130",50,19,"2138130",37,84,392
"21402138133",17,10,"2138133",4,29,194
"21402138140",22,6,"2138140",17,47,208
"21402138142",35,16,"2138142",17,57,275
"21402138204",33,20,"2138204",17,70,348
"21402138206",27,5,"2138206",15,46,239
"21402138207",30,6,"2138207",9,42,211
"21402138208",41,5,"2138208",19,63,267
"21402138218",49,10,"2138218",7,56,365
"21402138509",19,3,"2138509",4,13,203
"21402138222",60,14,"2138222",8,57,420
"21402138225",41,10,"2138225",22,54,239
"21402138305",30,6,"2138305",8,38,348
"21402138310",24,7,"2138310",5,34,347
"21402138312",19,3,"2138312",6,25,290
"21402138427",12,5,"2138427",0,16,270
"21402138319",57,4,"2138319",11,55,402
"21402138320",26,6,"2138320",3,25,322
"21402138333",18,10,"2138333",3,23,178
"21402138339",43,5,"2138339",8,31,390
"21402138331",47,14,"2138331",16,69,335
"21402138429",26,3,"2138429",5,29,435
"21402138343",30,4,"2138343",3,38,277
"21402138401",28,3,"2138401",3,25,434
"21402138404",32,0,"2138404",0,25,307
"21402138412",24,4,"2138412",4,36,226
"21402138344",41,12,"2138344",21,55,434
"21402138430",17,3,"2138430",3,21,302
"21402138437",30,10,"2138437",0,23,236
"21402138439",22,5,"2138439",0,8,200
"21402138440",41,14,"2138440",8,35,326
"21402138446",27,0,"2138446",3,42,236
"21402138511",19,4,"2138511",4,27,240
"21402138452",26,4,"2138452",0,18,177
"21402138503",24,4,"2138503",3,24,394
"21402138508",46,3,"2138508",9,48,398
"21402138513",43,5,"2138513",8,30,300
"21402138520",29,7,"2138520",0,27,323
"21402138522",31,4,"2138522",6,15,259
"21402138531",20,3,"2138531",8,23,277
"21402138532",40,5,"2138532",4,28,369
"21402138541",30,5,"2138541",3,25,242
"21402138543",30,0,"2138543",4,13,266
"21402138544",25,0,"2138544",3,20,215
"21204131027",0,0,"2131027",0,0,0
"21303134922",29,4,"2134922",29,86,263
"20904122332",22,0,"2122332",12,26,277
"20601110555",36,14,"2110555",31,86,276
"20801117301",37,7,"2117301",27,77,297
"20607114419",28,18,"2114419",52,149,434
"21003143845",26,0,"2143845",23,28,288
"20801117202",22,12,"2117202",18,51,259
"20701114608",22,9,"2114608",23,47,195
"21101144626",16,3,"2144626",14,40,214
"20606113805",32,11,"2113805",39,112,349
"20601110605",25,20,"2110605",60,107,367
"20601110611",39,23,"2110611",58,149,416
"20703116409",60,11,"2116409",68,149,569
"20603111405",33,11,"2111405",31,61,335
"20603111318",20,0,"2111318",3,7,273
"20603111458",43,13,"2111458",26,77,323
"20604111812",138,34,"2111812",219,529,1843
"20701114834",21,9,"2114834",27,85,301
"20802117705",27,8,"2117705",35,93,286
"20802117706",17,3,"2117706",43,95,285
"20701114837",24,3,"2114837",20,55,204
"20605112902",56,21,"2112902",52,139,495
"20801117016",34,7,"2117016",35,73,278
"20607114007",13,10,"2114007",50,94,300
"21003143850",27,13,"2143850",13,38,403
"21303135108",38,18,"2135108",39,89,419
"20607114011",13,11,"2114011",51,117,302
"20607114010",27,27,"2114010",62,147,383
"20603111425",41,11,"2111425",19,75,407
"20801117019",38,16,"2117019",27,99,362
"20601110539",23,14,"2110539",52,118,380
"20801117310",42,11,"2117310",34,87,323
"20604111713",28,14,"2111713",36,95,375
"20604111801",53,13,"2111801",42,124,472
"20802117606",22,14,"2117606",30,75,243
"20802117720",12,8,"2117720",30,58,206
"20604112237",62,9,"2112237",62,166,712
"20604112238",71,12,"2112238",81,249,960
"20601110612",34,27,"2110612",53,132,467
"20604112331",56,24,"2112331",80,198,732
"20604112209",68,25,"2112209",80,218,964
"20604112338",19,12,"2112338",50,99,261
"20604112339",70,13,"2112339",89,229,700
"20605113011",32,10,"2113011",31,84,407
"20605113203",62,7,"2113203",28,78,550
"20605113219",34,18,"2113219",57,159,371
"20605113220",27,11,"2113220",58,92,274
"20605113221",15,9,"2113221",29,98,236
"21003144015",24,7,"2144015",11,36,348
"21302134231",23,4,"2134231",14,41,301
"20606113622",36,23,"2113622",50,164,454
"20606113634",39,16,"2113634",43,128,395
"20606113636",11,10,"2113636",19,84,213
"20606113637",25,8,"2113637",34,116,331
"20606113732",26,5,"2113732",32,103,252
"20607114204",39,3,"2114204",20,45,526
"20607114205",22,3,"2114205",4,28,364
"20904122403",31,5,"2122403",0,10,243
"21105127634",40,4,"2127634",12,20,285
"20604112307",11,8,"2112307",32,95,251
"20802117724",21,13,"2117724",25,83,252
"20604112401",0,0,"2112401",0,0,52
"20802117739",15,11,"2117739",24,93,224
"21302134229",50,3,"2134229",9,38,408
"21302134230",27,0,"2134230",16,40,256
"21302134233",21,3,"2134233",4,33,189
"20603111302",52,14,"2111302",21,83,335
"21302134234",47,8,"2134234",7,46,397
"20604112603",27,31,"2112603",66,121,393
"21302134236",24,3,"2134236",8,44,300
"21205132040",74,20,"2132040",179,225,886
"20601110542",25,29,"2110542",53,126,407
"20604112604",37,9,"2112604",51,124,299
"20604111902",43,9,"2111902",52,149,392
"20601110556",24,17,"2110556",45,91,334
"21001122957",9,0,"2122957",4,18,207
"21301133432",29,3,"2133432",16,30,322
"20601110828",29,26,"2110828",28,67,347
"20601110616",50,30,"2110616",75,167,493
"20601110710",38,9,"2110710",25,80,287
"20601110841",34,16,"2110841",27,78,384
"20601110845",28,8,"2110845",15,54,252
"20601110705",37,10,"2110705",50,99,428
"20601110902",22,10,"2110902",13,69,325
"21301133511",27,4,"2133511",5,33,372
"21301133538",17,0,"2133538",3,14,212
"20601110603",49,41,"2110603",86,198,581
"20603111330",28,12,"2111330",32,58,257
"20601110850",27,9,"2110850",36,80,379
"20601110510",37,27,"2110510",87,169,521
"20601110852",24,3,"2110852",23,43,181
"20601110518",22,20,"2110518",45,99,349
"20601110520",25,19,"2110520",23,75,317
"20601110524",33,24,"2110524",36,123,392
"20601110526",41,19,"2110526",62,138,430
"20601110531",47,23,"2110531",58,131,614
"20601110533",30,16,"2110533",45,92,384
"20601110553",3,7,"2110553",13,18,79
"20601110501",8,8,"2110501",23,60,206
"20601110502",29,24,"2110502",62,149,545
"20601110516",8,13,"2110516",28,61,216
"20601110726",29,27,"2110726",36,88,348
"20601110718",36,9,"2110718",47,95,345
"20601110721",21,28,"2110721",40,96,334
"20602111216",26,16,"2111216",40,80,358
"20601110727",27,22,"2110727",23,57,281
"20601110729",30,12,"2110729",44,93,278
"20601110805",34,18,"2110805",49,92,447
"20601110810",25,19,"2110810",22,87,320
"20601110816",32,14,"2110816",12,56,350
"20601110819",28,29,"2110819",54,119,516
"20601110826",25,13,"2110826",30,61,298
"20601110853",53,23,"2110853",59,181,634
"20601110856",7,5,"2110856",19,30,155
"20601110905",35,12,"2110905",16,67,265
"20601110912",31,8,"2110912",12,66,332
"20602111003",25,26,"2111003",66,135,419
"20601110919",31,5,"2110919",32,54,389
"20602111101",22,20,"2111101",30,61,267
"20602111102",31,23,"2111102",30,113,347
"20602111104",44,34,"2111104",43,153,536
"20602111218",19,10,"2111218",16,73,261
"20602111105",28,17,"2111105",36,131,469
"20602111106",29,24,"2111106",37,101,298
"20602111109",22,15,"2111109",35,57,228
"20602111113",23,26,"2111113",68,116,519
"20602111116",16,10,"2111116",8,54,192
"20602111122",24,12,"2111122",42,80,265
"20602111129",39,21,"2111129",68,132,481
"20602111135",30,30,"2111135",62,115,361
"20602111139",21,11,"2111139",43,71,257
"20602111202",44,18,"2111202",24,104,455
"20602111203",28,15,"2111203",26,77,325
"20602111215",27,17,"2111215",26,85,326
"20602111228",25,19,"2111228",37,124,379
"20602111241",20,11,"2111241",25,67,244
"20602111242",42,17,"2111242",35,95,335
"20603111322",31,12,"2111322",35,92,314
"20603111409",59,13,"2111409",31,96,467
"20603111411",22,5,"2111411",21,50,241
"20603111412",33,11,"2111412",18,66,304
"20603111418",27,20,"2111418",24,75,324
"20603111424",28,11,"2111424",21,56,270
"20603111427",87,25,"2111427",93,221,950
"20603111429",29,18,"2111429",28,72,303
"20603111439",23,17,"2111439",25,70,272
"20603111449",27,21,"2111449",32,106,377
"20603111455",14,9,"2111455",19,68,284
"20603111459",21,3,"2111459",28,82,263
"20603111507",17,3,"2111507",0,27,422
"20603111509",22,12,"2111509",25,55,213
"20603111510",30,22,"2111510",33,112,355
"20603111513",18,15,"2111513",41,112,349
"20603111515",29,9,"2111515",25,47,348
"20603111518",0,0,"2111518",0,0,0
"20603111523",87,33,"2111523",247,491,1378
"20603111615",49,23,"2111615",52,113,494
"20603111619",38,18,"2111619",31,106,399
"20603111621",31,18,"2111621",24,100,370
"20603111625",38,17,"2111625",31,91,381
"20603111631",48,18,"2111631",30,147,584
"20603111632",33,8,"2111632",12,65,208
"20604111704",23,15,"2111704",54,141,372
"20604111706",54,12,"2111706",86,204,919
"20604111719",16,7,"2111719",74,204,548
"20604111720",34,11,"2111720",52,97,653
"20604111723",18,3,"2111723",3,12,293
"20604111802",111,30,"2111802",118,249,1012
"20604111806",20,8,"2111806",23,45,212
"20604111809",49,5,"2111809",34,122,439
"20604111811",0,0,"2111811",0,0,6
"20604111813",151,48,"2111813",254,642,1893
"20604111814",29,18,"2111814",52,117,430
"20604111815",60,20,"2111815",113,313,947
"20604111901",21,8,"2111901",30,79,218
"20604111903",27,21,"2111903",64,127,352
"20604111904",24,23,"2111904",39,93,312
"20604111905",24,20,"2111905",41,71,254
"20604111911",10,12,"2111911",25,60,184
"20604111913",0,0,"2111913",0,0,9
"20604111914",32,11,"2111914",36,104,343
"20604111915",43,18,"2111915",61,125,344
"20604112001",7,0,"2112001",11,41,209
"20604112106",0,0,"2112106",0,0,0
"20604112111",0,0,"2112111",0,0,0
"20604112113",17,13,"2112113",34,93,401
"20604112115",40,33,"2112115",74,143,468
"20604112121",18,3,"2112121",21,58,151
"20604112123",49,44,"2112123",73,205,581
"20604112127",41,18,"2112127",77,178,473
"20604112128",20,19,"2112128",42,113,301
"20604112216",66,19,"2112216",78,180,892
"20604112217",137,35,"2112217",132,400,1972
"20604112218",153,27,"2112218",133,331,1615
"20604112242",54,19,"2112242",61,218,728
"20604112244",66,11,"2112244",76,230,748
"20604112302",19,14,"2112302",40,80,344
"20604112309",32,19,"2112309",81,154,493
"20604112314",64,25,"2112314",95,282,854
"20604112332",38,34,"2112332",96,207,660
"20604112333",3,0,"2112333",7,51,135
"20604112324",26,16,"2112324",70,116,423
"20604112334",48,27,"2112334",77,176,544
"20604112337",33,16,"2112337",36,104,560
"20604112403",3,0,"2112403",9,6,214
"20604112511",10,6,"2112511",20,54,219
"20604112407",17,16,"2112407",82,178,1905
"20604112409",39,12,"2112409",86,181,557
"20604112616",31,15,"2112616",58,145,416
"20604112504",20,18,"2112504",50,92,260
"20604112505",55,24,"2112505",76,188,1270
"20604112508",39,18,"2112508",61,168,506
"20604112510",29,22,"2112510",60,146,389
"20604112610",43,22,"2112610",61,130,694
"20604112614",34,4,"2112614",56,127,371
"20604112619",122,37,"2112619",189,484,1609
"20604112625",13,6,"2112625",32,54,177
"20604112626",131,20,"2112626",196,481,1644
"20604112628",30,12,"2112628",40,116,309
"20604112635",64,22,"2112635",98,229,895
"20604112702",0,0,"2112702",0,0,0
"21302134322",51,7,"2134322",12,55,406
"20605112814",36,22,"2112814",32,110,338
"20605112817",32,18,"2112817",48,98,329
"20605112821",18,12,"2112821",23,89,260
"20605112832",0,0,"2112832",0,0,0
"20605112904",35,12,"2112904",31,106,411
"20605112907",74,35,"2112907",60,158,569
"20605112911",30,11,"2112911",32,89,263
"20605112916",44,8,"2112916",40,132,407
"20605112917",0,0,"2112917",0,0,3
"20605112919",0,0,"2112919",0,0,0
"20605112920",0,0,"2112920",0,0,0
"20605112922",33,17,"2112922",49,167,476
"20605112924",33,14,"2112924",35,118,356
"20605112930",37,19,"2112930",31,91,346
"20605112931",37,26,"2112931",62,146,473
"20605112934",40,19,"2112934",28,81,289
"20605112938",22,14,"2112938",27,65,215
"20605113003",48,11,"2113003",46,119,408
"20605113014",10,4,"2113014",16,43,252
"20605113016",52,25,"2113016",47,139,486
"20605113019",35,16,"2113019",38,85,305
"20605113021",19,13,"2113021",24,66,234
"20605113024",42,12,"2113024",36,74,385
"20605113317",66,20,"2113317",79,175,768
"20605113028",27,8,"2113028",40,69,278
"20605113034",85,35,"2113034",101,303,989
"20605113035",80,23,"2113035",58,219,663
"20605113037",17,8,"2113037",23,51,172
"20605113038",17,9,"2113038",11,40,137
"20605113039",40,11,"2113039",37,89,304
"20605113202",11,3,"2113202",3,26,249
"20605113210",19,7,"2113210",11,51,328
"20605113227",58,11,"2113227",75,172,494
"20605113228",27,3,"2113228",11,45,178
"20605113230",80,34,"2113230",150,339,942
"20605113323",34,22,"2113323",68,124,447
"20605113333",34,23,"2113333",40,100,335
"20605113335",29,21,"2113335",40,96,342
"20605113341",41,14,"2113341",38,124,493
"20605113344",46,20,"2113344",53,147,467
"20605113350",32,17,"2113350",40,102,434
"20605113355",56,10,"2113355",50,121,535
"20605113409",20,15,"2113409",32,98,304
"20605113410",23,5,"2113410",17,49,219
"20605113411",38,11,"2113411",39,89,347
"20605113417",57,19,"2113417",60,123,422
"20605113419",38,15,"2113419",35,135,391
"20605113420",47,16,"2113420",39,144,439
"20605113422",52,11,"2113422",28,111,387
"20605113432",54,25,"2113432",47,145,484
"20605113433",21,11,"2113433",16,87,302
"20605113434",48,26,"2113434",32,118,443
"20605113436",13,3,"2113436",16,44,146
"20802117904",33,21,"2117904",26,129,390
"20606113505",24,21,"2113505",30,73,272
"20606113513",32,9,"2113513",43,151,409
"20606113514",37,10,"2113514",51,124,338
"20606113515",40,10,"2113515",45,149,425
"20606113517",42,23,"2113517",64,186,522
"20606113615",72,24,"2113615",59,265,686
"20606113630",25,12,"2113630",46,128,361
"20606113631",28,13,"2113631",29,88,312
"20606113712",32,14,"2113712",35,103,299
"20606113713",33,12,"2113713",49,117,359
"20606113724",44,18,"2113724",63,172,538
"20606113727",55,7,"2113727",19,66,676
"20606113733",231,68,"2113733",327,874,2626
"20606113735",67,27,"2113735",84,254,621
"20606113801",27,6,"2113801",42,92,306
"20606113803",29,10,"2113803",38,98,285
"20606113807",20,11,"2113807",29,74,254
"20606113808",27,3,"2113808",32,123,375
"20606113814",59,23,"2113814",56,155,564
"20606113815",37,5,"2113815",36,108,358
"20606113819",41,12,"2113819",34,130,392
"20606113830",33,6,"2113830",30,105,325
"20606113831",24,6,"2113831",41,91,300
"20607113901",23,11,"2113901",22,79,279
"20607113905",45,31,"2113905",62,172,566
"20607114209",46,16,"2114209",91,224,650
"20607113908",79,37,"2113908",126,286,774
"20607113911",30,26,"2113911",48,157,439
"20607114002",22,21,"2114002",45,112,302
"20607114012",25,13,"2114012",51,76,275
"20607114017",18,10,"2114017",58,107,296
"20607114020",21,16,"2114020",43,82,224
"20607114102",34,11,"2114102",39,136,447
"20607114106",38,7,"2114106",3,24,563
"20607114108",11,0,"2114108",0,16,227
"20607114109",74,50,"2114109",113,319,863
"20607114211",25,19,"2114211",64,95,309
"20607114220",28,15,"2114220",79,146,453
"20607114310",23,16,"2114310",49,112,316
"20607114311",26,21,"2114311",61,134,385
"20607114316",37,30,"2114316",66,191,499
"20607114318",23,22,"2114318",51,106,320
"20607114408",29,13,"2114408",53,134,355
"20607114402",30,4,"2114402",11,28,376
"20607114404",67,36,"2114404",89,255,761
"20607114405",22,0,"2114405",3,13,322
"20607114406",24,0,"2114406",3,26,360
"20607114412",32,24,"2114412",51,128,436
"20607114415",26,15,"2114415",21,109,302
"20607114424",35,23,"2114424",43,124,431
"20607114425",34,27,"2114425",62,182,498
"20607114430",30,18,"2114430",39,129,405
"20607114432",40,20,"2114432",52,170,455
"20607114438",22,20,"2114438",32,79,257
